participant,task,trial,choice,correct_choice,reward,block,condition,category,object,all_features,feature1,feature2,feature3
59,0,239,j,j,1.0,2,3,1,Small White Square,"[0, 0, 1]",0,0,1
59,0,240,f,f,1.0,2,3,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,241,j,j,1.0,2,3,1,Big White Square,"[1, 0, 1]",1,0,1
59,0,242,f,f,1.0,2,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,243,f,f,1.0,2,3,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,244,j,j,1.0,2,3,1,Small White Square,"[0, 0, 1]",0,0,1
59,0,245,j,j,1.0,2,3,1,Big White Square,"[1, 0, 1]",1,0,1
59,0,246,j,f,-1.0,2,3,0,Small Black Square,"[0, 1, 1]",0,1,1
59,0,247,j,j,1.0,2,3,1,Small White Square,"[0, 0, 1]",0,0,1
59,0,248,j,j,1.0,2,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,249,f,f,1.0,2,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,250,j,j,1.0,2,3,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,251,j,j,1.0,2,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,252,f,f,1.0,2,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,253,f,f,1.0,2,3,0,Small Black Square,"[0, 1, 1]",0,1,1
59,0,254,j,f,-1.0,2,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,255,j,j,1.0,2,3,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,256,j,j,1.0,2,3,1,Big White Square,"[1, 0, 1]",1,0,1
59,0,257,f,j,-1.0,2,3,1,Small White Square,"[0, 0, 1]",0,0,1
59,0,258,f,f,1.0,2,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,259,j,j,1.0,2,3,1,Big White Square,"[1, 0, 1]",1,0,1
59,0,260,f,f,1.0,2,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,261,j,j,1.0,2,3,1,Small White Square,"[0, 0, 1]",0,0,1
59,0,262,f,j,-1.0,2,3,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,263,j,f,-1.0,2,3,0,Small Black Square,"[0, 1, 1]",0,1,1
59,0,264,f,f,1.0,2,3,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,265,f,f,1.0,2,3,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,266,j,j,1.0,2,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,267,j,f,-1.0,2,3,0,Small Black Square,"[0, 1, 1]",0,1,1
59,0,268,j,j,1.0,2,3,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,269,f,f,1.0,2,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,270,j,f,-1.0,2,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,271,j,j,1.0,2,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,272,j,j,1.0,2,3,1,Big White Square,"[1, 0, 1]",1,0,1
59,0,273,f,f,1.0,2,3,0,Small Black Square,"[0, 1, 1]",0,1,1
59,0,274,j,j,1.0,2,3,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,275,j,j,1.0,2,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,276,f,f,1.0,2,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,277,j,j,1.0,2,3,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,278,j,f,-1.0,2,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,279,j,j,1.0,2,3,1,Small White Square,"[0, 0, 1]",0,0,1
59,0,280,f,f,1.0,2,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,281,j,f,-1.0,2,3,0,Small Black Square,"[0, 1, 1]",0,1,1
59,0,282,j,j,1.0,2,3,1,Small White Square,"[0, 0, 1]",0,0,1
59,0,283,j,j,1.0,2,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,284,f,j,-1.0,2,3,1,Big White Square,"[1, 0, 1]",1,0,1
59,0,285,j,f,-1.0,2,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,286,f,f,1.0,2,3,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,287,f,f,1.0,2,3,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,288,f,j,-1.0,3,1,1,Small Black Square,"[0, 1, 1]",0,1,1
59,0,289,f,j,-1.0,3,1,1,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,290,f,j,-1.0,3,1,1,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,291,j,f,-1.0,3,1,0,Big White Square,"[1, 0, 1]",1,0,1
59,0,292,f,f,1.0,3,1,0,Small White Square,"[0, 0, 1]",0,0,1
59,0,293,f,f,1.0,3,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,294,f,f,1.0,3,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,295,j,j,1.0,3,1,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,296,f,f,1.0,3,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,297,f,f,1.0,3,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,298,f,f,1.0,3,1,0,Big White Square,"[1, 0, 1]",1,0,1
59,0,299,j,j,1.0,3,1,1,Small Black Square,"[0, 1, 1]",0,1,1
59,0,300,j,j,1.0,3,1,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,301,j,j,1.0,3,1,1,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,302,f,f,1.0,3,1,0,Small White Square,"[0, 0, 1]",0,0,1
59,0,303,j,j,1.0,3,1,1,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,304,f,f,1.0,3,1,0,Big White Square,"[1, 0, 1]",1,0,1
59,0,305,j,j,1.0,3,1,1,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,306,f,f,1.0,3,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,307,j,j,1.0,3,1,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,308,f,f,1.0,3,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,309,j,j,1.0,3,1,1,Small Black Square,"[0, 1, 1]",0,1,1
59,0,310,f,f,1.0,3,1,0,Small White Square,"[0, 0, 1]",0,0,1
59,0,311,j,j,1.0,3,1,1,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,312,j,j,1.0,3,1,1,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,313,f,f,1.0,3,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,314,j,j,1.0,3,1,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,315,f,f,1.0,3,1,0,Big White Square,"[1, 0, 1]",1,0,1
59,0,316,f,f,1.0,3,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,317,j,j,1.0,3,1,1,Small Black Square,"[0, 1, 1]",0,1,1
59,0,318,f,f,1.0,3,1,0,Small White Square,"[0, 0, 1]",0,0,1
59,0,319,j,j,1.0,3,1,1,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,320,j,j,1.0,3,1,1,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,321,f,f,1.0,3,1,0,Small White Square,"[0, 0, 1]",0,0,1
59,0,322,f,f,1.0,3,1,0,Big White Square,"[1, 0, 1]",1,0,1
59,0,323,j,j,1.0,3,1,1,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,324,f,f,1.0,3,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,325,j,j,1.0,3,1,1,Small Black Triangle,"[0, 1, 0]",0,1,0
59,0,326,j,j,1.0,3,1,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,327,f,f,1.0,3,1,0,Small White Triangle,"[0, 0, 0]",0,0,0
59,0,328,j,j,1.0,3,1,1,Small Black Square,"[0, 1, 1]",0,1,1
59,0,329,j,j,1.0,3,1,1,Big Black Triangle,"[1, 1, 0]",1,1,0
59,0,330,f,f,1.0,3,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,331,j,j,1.0,3,1,1,Big Black Square,"[1, 1, 1]",1,1,1
59,0,332,f,f,1.0,3,1,0,Big White Square,"[1, 0, 1]",1,0,1
59,0,333,f,f,1.0,3,1,0,Small White Square,"[0, 0, 1]",0,0,1
59,0,334,f,f,1.0,3,1,0,Big White Triangle,"[1, 0, 0]",1,0,0
59,0,335,j,j,1.0,3,1,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,0,f,f,1.0,0,3,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,1,f,j,-1.0,0,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,2,f,j,-1.0,0,3,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,3,j,f,-1.0,0,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,4,f,j,-1.0,0,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,5,f,f,1.0,0,3,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,6,j,f,-1.0,0,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,7,j,j,1.0,0,3,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,8,j,j,1.0,0,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,9,j,j,1.0,0,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,10,f,f,1.0,0,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,11,f,f,1.0,0,3,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,12,j,j,1.0,0,3,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,13,f,f,1.0,0,3,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,14,j,f,-1.0,0,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,15,j,j,1.0,0,3,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,16,f,f,1.0,0,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,17,j,j,1.0,0,3,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,18,f,f,1.0,0,3,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,19,j,j,1.0,0,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,20,f,j,-1.0,0,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,21,j,j,1.0,0,3,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,22,j,f,-1.0,0,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,23,f,f,1.0,0,3,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,24,f,f,1.0,0,3,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,25,j,j,1.0,0,3,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,26,f,j,-1.0,0,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,27,j,j,1.0,0,3,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,28,f,f,1.0,0,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,29,j,f,-1.0,0,3,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,30,f,f,1.0,0,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,31,j,j,1.0,0,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,32,j,j,1.0,0,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,33,f,f,1.0,0,3,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,34,f,f,1.0,0,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,35,j,j,1.0,0,3,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,36,f,f,1.0,0,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,37,j,f,-1.0,0,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,38,j,j,1.0,0,3,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,39,f,f,1.0,0,3,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,40,j,j,1.0,0,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,41,j,j,1.0,0,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,42,f,f,1.0,0,3,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,43,j,f,-1.0,0,3,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,44,j,j,1.0,0,3,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,45,j,j,1.0,0,3,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,46,j,j,1.0,0,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,47,f,f,1.0,0,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,48,f,f,1.0,0,3,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,49,j,j,1.0,0,3,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,50,f,f,1.0,0,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,51,j,j,1.0,0,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,52,j,j,1.0,0,3,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,53,j,j,1.0,0,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,54,f,f,1.0,0,3,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,55,f,f,1.0,0,3,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,56,f,f,1.0,0,3,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,57,f,f,1.0,0,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,58,f,f,1.0,0,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,59,j,j,1.0,0,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,60,j,j,1.0,0,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,61,f,f,1.0,0,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,62,j,j,1.0,0,3,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,63,j,j,1.0,0,3,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,64,j,j,1.0,0,3,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,65,j,j,1.0,0,3,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,66,f,f,1.0,0,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,67,f,f,1.0,0,3,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,68,f,f,1.0,0,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,69,f,f,1.0,0,3,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,70,f,f,1.0,0,3,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,71,f,f,1.0,0,3,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,72,j,j,1.0,0,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,73,f,f,1.0,0,3,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,74,j,j,1.0,0,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,75,j,j,1.0,0,3,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,76,f,f,1.0,0,3,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,77,j,j,1.0,0,3,1,Small Black Square,"[0, 1, 1]",0,1,1
60,0,78,j,j,1.0,0,3,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,79,j,j,1.0,0,3,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,80,j,j,1.0,1,1,1,Big White Square,"[1, 0, 1]",1,0,1
60,0,81,j,j,1.0,1,1,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,82,j,f,-1.0,1,1,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,83,f,f,1.0,1,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,84,f,f,1.0,1,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,85,j,j,1.0,1,1,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,86,f,f,1.0,1,1,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,87,j,j,1.0,1,1,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,88,f,f,1.0,1,1,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,89,f,f,1.0,1,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,90,f,f,1.0,1,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,91,j,j,1.0,1,1,1,Big White Square,"[1, 0, 1]",1,0,1
60,0,92,j,j,1.0,1,1,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,93,j,j,1.0,1,1,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,94,f,f,1.0,1,1,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,95,j,j,1.0,1,1,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,96,f,f,1.0,1,1,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,97,f,f,1.0,1,1,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,98,j,j,1.0,1,1,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,99,j,j,1.0,1,1,1,Big White Square,"[1, 0, 1]",1,0,1
60,0,100,f,f,1.0,1,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,101,j,j,1.0,1,1,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,102,j,j,1.0,1,1,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,103,f,f,1.0,1,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,104,j,j,1.0,1,1,1,Big White Square,"[1, 0, 1]",1,0,1
60,0,105,f,f,1.0,1,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,106,f,f,1.0,1,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,107,j,j,1.0,1,1,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,108,j,j,1.0,1,1,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,109,j,j,1.0,1,1,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,110,f,f,1.0,1,1,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,111,f,f,1.0,1,1,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,112,f,f,1.0,1,1,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,113,f,f,1.0,1,1,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,114,f,f,1.0,1,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,115,j,j,1.0,1,1,1,Big White Square,"[1, 0, 1]",1,0,1
60,0,116,j,j,1.0,1,1,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,117,f,f,1.0,1,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,118,f,f,1.0,1,1,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,119,j,j,1.0,1,1,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,120,f,f,1.0,1,1,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,121,j,j,1.0,1,1,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,122,f,f,1.0,1,1,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,123,j,j,1.0,1,1,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,124,j,j,1.0,1,1,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,125,j,j,1.0,1,1,1,Big White Square,"[1, 0, 1]",1,0,1
60,0,126,j,j,1.0,1,1,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,127,f,f,1.0,1,1,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,128,j,f,-1.0,2,2,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,129,f,j,-1.0,2,2,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,130,f,j,-1.0,2,2,1,Big Black Square,"[1, 1, 1]",1,1,1
60,0,131,j,f,-1.0,2,2,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,132,f,f,1.0,2,2,0,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,133,j,j,1.0,2,2,1,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,134,f,f,1.0,2,2,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,135,j,j,1.0,2,2,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,136,j,f,-1.0,2,2,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,137,j,f,-1.0,2,2,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,138,f,f,1.0,2,2,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,139,j,j,1.0,2,2,1,Big Black Square,"[1, 1, 1]",1,1,1
60,0,140,j,j,1.0,2,2,1,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,141,f,f,1.0,2,2,0,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,142,j,j,1.0,2,2,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,143,j,j,1.0,2,2,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,144,f,f,1.0,2,2,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,145,j,j,1.0,2,2,1,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,146,f,f,1.0,2,2,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,147,f,f,1.0,2,2,0,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,148,j,j,1.0,2,2,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,149,f,f,1.0,2,2,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,150,j,j,1.0,2,2,1,Big Black Square,"[1, 1, 1]",1,1,1
60,0,151,j,j,1.0,2,2,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,152,j,j,1.0,2,2,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,153,f,f,1.0,2,2,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,154,j,j,1.0,2,2,1,Big Black Square,"[1, 1, 1]",1,1,1
60,0,155,f,f,1.0,2,2,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,156,f,f,1.0,2,2,0,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,157,j,j,1.0,2,2,1,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,158,f,f,1.0,2,2,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,159,j,j,1.0,2,2,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,160,j,j,1.0,2,2,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,161,f,f,1.0,2,2,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,162,f,f,1.0,2,2,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,163,j,j,1.0,2,2,1,Big Black Square,"[1, 1, 1]",1,1,1
60,0,164,f,f,1.0,2,2,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,165,j,j,1.0,2,2,1,Big Black Square,"[1, 1, 1]",1,1,1
60,0,166,j,j,1.0,2,2,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,167,f,f,1.0,2,2,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,168,f,f,1.0,2,2,0,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,169,j,j,1.0,2,2,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,170,j,j,1.0,2,2,1,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,171,f,f,1.0,2,2,0,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,172,j,j,1.0,2,2,1,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,173,j,j,1.0,2,2,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,174,f,f,1.0,2,2,0,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,175,f,f,1.0,2,2,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,176,j,j,1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,177,j,j,1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,178,j,f,-1.0,3,4,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,179,j,f,-1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,180,f,f,1.0,3,4,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,181,j,f,-1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,182,f,j,-1.0,3,4,1,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,183,j,j,1.0,3,4,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,184,f,f,1.0,3,4,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,185,j,j,1.0,3,4,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,186,f,j,-1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,187,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,188,j,f,-1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,189,j,j,1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,190,f,j,-1.0,3,4,1,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,191,j,f,-1.0,3,4,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,192,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,193,f,j,-1.0,3,4,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,194,j,j,1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,195,f,j,-1.0,3,4,1,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,196,j,j,1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,197,j,f,-1.0,3,4,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,198,f,f,1.0,3,4,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,199,j,f,-1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,200,f,f,1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,201,f,j,-1.0,3,4,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,202,j,j,1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
60,0,203,j,j,1.0,3,4,1,Small Black Triangle,"[0, 1, 0]",0,1,0
60,0,204,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,205,f,f,1.0,3,4,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,206,f,j,-1.0,3,4,1,Big White Triangle,"[1, 0, 0]",1,0,0
60,0,207,f,f,1.0,3,4,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,208,f,f,1.0,3,4,0,Big Black Square,"[1, 1, 1]",1,1,1
60,0,209,f,f,1.0,3,4,0,Big Black Triangle,"[1, 1, 0]",1,1,0
60,0,210,f,f,1.0,3,4,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,211,j,f,-1.0,3,4,0,Small Black Square,"[0, 1, 1]",0,1,1
60,0,212,f,f,1.0,3,4,0,Big White Square,"[1, 0, 1]",1,0,1
60,0,213,j,j,1.0,3,4,1,Small White Triangle,"[0, 0, 0]",0,0,0
60,0,214,j,j,1.0,3,4,1,Small White Square,"[0, 0, 1]",0,0,1
